Single Channel Segmentation,Single Channel Segmentation_DoG,Single Channel Segmentation_Lap,Grid Single Channel Scanline,Grid Single Channel Scanline_DoG,Grid Single Channel Scanline_Lap,Vertical Single Channel Scanline,Vertical Single Channel Scanline_DoG,Vertical Single Channel Scanline_Lap,Horizontal Single Channel Scanline,Horizontal Single Channel Scanline_DoG,Horizontal Single Channel Scanline_Lap,RGB Channel Segmentation,RGB Channel Segmentation_DoG,RGB Channel Segmentation_Lap,Grid RGB Channel Scanline,Grid RGB Channel Scanline_DoG,Grid RGB Channel Scanline_Lap,Vertical RGB Channel Scanline,Vertical RGB Channel Scanline_DoG,Vertical RGB Channel Scanline_Lap,Horizontal RGB Channel Scanline,Horizontal RGB Channel Scanline_DoG,Horizontal RGB Channel Scanline_Lap,Horizontal Field Supression,Horizontal Field Supression_DoG,Frame
0.002628088,12,7,0.005644083,0,12,0.0039811134,0,15,0.0012691021,0,9,0.0035579205,15,9,0.0096950531,54,16,0.0080947876,31,18,0.0016679764,72,1,0.0054500103,43,AnalysisData/frame2303.jpg
0.0026500225,20,12,0.0054121017,0,17,0.0043168068,0,18,0.0012288094,0,2,0.0034191608,37,17,0.0093550682,59,10,0.0077130795,49,10,0.0014159679,73,0,0.0053200722,20,AnalysisData/frame3016.jpg
0.0027740002,12,7,0.0060420036,0,10,0.004472971,0,11,0.0011818409,0,0,0.0034489632,18,10,0.0099189281,1,17,0.0083971024,115,16,0.0024261475,173,0,0.0051381588,15,AnalysisData/frame2177.jpg
0.0025770664,10,15,0.0059051514,0,13,0.0042290688,0,14,0.0011930466,0,0,0.00355196,49,9,0.0093808174,63,14,0.0083398819,52,14,0.0016579628,79,0,0.0054950714,28,AnalysisData/frame2035.jpg
0.0026221275,24,7,0.0057640076,0,24,0.0041730404,0,24,0.0011110306,0,1,0.0031740665,56,13,0.0083510876,84,17,0.0078830719,43,17,0.0016610622,69,0,0.0049300194,11,AnalysisData/frame999.jpg
0.0030181408,10,25,0.0052998066,0,9,0.0039391518,0,9,0.0010969639,0,0,0.0034399033,70,13,0.0090308189,54,8,0.0079240799,16,8,0.001789093,44,0,0.0057148933,25,AnalysisData/frame1953.jpg
0.0026090145,24,9,0.0052220821,0,18,0.0044081211,0,19,0.0011668205,0,0,0.0036189556,41,16,0.0094358921,63,16,0.007994175,32,16,0.0016210079,55,0,0.0048809052,15,AnalysisData/frame1294.jpg
0.0025858879,15,12,0.005959034,0,16,0.0039260387,0,17,0.0011711121,0,1,0.0038261414,31,15,0.0098330975,31,14,0.0092120171,12,14,0.0014169216,16,1,0.0049221516,30,AnalysisData/frame790.jpg
0.0026459694,24,16,0.0048708916,0,23,0.004627943,0,23,0.0011799335,0,0,0.0032618046,55,14,0.0092439651,90,19,0.0079550743,65,19,0.0017199516,101,0,0.0054149628,38,AnalysisData/frame2596.jpg
0.0026359558,16,13,0.0048179626,0,14,0.0037381649,0,14,0.0007939339,0,0,0.0031909943,49,10,0.0089809895,66,2,0.0075078011,39,2,0.0015079975,52,0,0.0047900677,30,AnalysisData/frame2986.jpg
0.0027220249,20,18,0.0054440498,0,19,0.0037770271,0,19,0.0011658669,0,0,0.0034911633,53,16,0.0090260506,50,14,0.007682085,30,14,0.0016450882,33,0,0.0054531097,97,AnalysisData/frame1819.jpg
0.0029242039,9,4,0.0048260689,0,10,0.0038321018,0,10,0.0013859272,0,0,0.0036849976,9,4,0.0103731155,57,13,0.0087060928,44,17,0.0017108917,72,0,0.0064761639,27,AnalysisData/frame191.jpg
0.002712965,18,6,0.0058069229,0,10,0.0042572021,0,11,0.0014281273,0,0,0.0035648346,34,8,0.0117490292,15,10,0.009773016,7,10,0.0019869804,10,0,0.0045499802,11,AnalysisData/frame717.jpg
0.0028171539,16,3,0.0054130554,0,10,0.0043439865,0,15,0.0016160011,0,1,0.0031030178,18,12,0.0103828907,75,8,0.0088210106,50,8,0.0023319721,80,0,0.0056209564,46,AnalysisData/frame3070.jpg
0.0030710697,7,11,0.0084218979,0,10,0.0071959496,0,11,0.0022249222,0,1,0.0028939247,37,6,0.0104510784,44,3,0.0096199512,22,3,0.0022039413,40,0,0.006029129,73,AnalysisData/frame1982.jpg
0.0029299259,19,4,0.005355835,0,13,0.0049190521,0,14,0.0014278889,0,0,0.0037920475,30,11,0.010915041,60,8,0.0093679428,43,8,0.0022330284,57,0,0.0061349869,47,AnalysisData/frame2440.jpg
0.0031068325,18,24,0.0055129528,0,23,0.0052671432,0,23,0.0012130737,0,1,0.0035581589,32,14,0.0150279999,98,21,0.0078880787,87,21,0.0017230511,142,0,0.0052671432,27,AnalysisData/frame2525.jpg
0.0028731823,17,15,0.0052380562,0,22,0.0041871071,0,23,0.0013530254,0,2,0.0030779839,50,20,0.0097429752,85,20,0.0072519779,51,20,0.0016729832,98,0,0.0055339336,26,AnalysisData/frame1573.jpg
0.0026350021,20,7,0.0053651333,0,18,0.0051279068,0,18,0.0012719631,0,0,0.0032989979,51,11,0.0083150864,68,18,0.0078949928,34,18,0.001709938,52,0,0.0051100254,14,AnalysisData/frame991.jpg
0.0028898716,16,22,0.0057280064,0,18,0.0049831867,0,19,0.0012049675,0,3,0.0029840469,54,19,0.0093960762,54,17,0.0080599785,24,16,0.0017879009,41,1,0.0053110123,36,AnalysisData/frame1629.jpg
0.0028178692,21,7,0.0053911209,0,14,0.0038528442,0,18,0.0013360977,0,5,0.003125906,38,7,0.0090088844,83,23,0.0080378056,33,26,0.0017609596,71,3,0.0053651333,49,AnalysisData/frame552.jpg
0.002612114,6,4,0.0051701069,0,8,0.004390955,0,8,0.0012209415,0,0,0.0034048557,28,8,0.0092611313,23,4,0.0074958801,8,4,0.001773119,18,0,0.0045108795,18,AnalysisData/frame1235.jpg
0.0026350021,7,8,0.0050899982,0,6,0.0043101311,0,6,3.29017639160156E-005,0,0,0.0033931732,18,9,0.0091471672,7,6,0.0079278946,4,6,0.0017402172,3,0,0.0053310394,25,AnalysisData/frame281.jpg
0.0026600361,14,11,0.0052261353,0,12,0.0046191216,0,13,0.0009520054,0,2,0.0034489632,27,12,0.0082819462,17,12,0.0077691078,3,13,0.0018470287,13,0,0.0051350594,28,AnalysisData/frame828.jpg
0.003978014,21,9,0.0055580139,0,19,0.0043988228,0,18,0.0011548996,0,2,0.0035810471,38,11,0.0098102093,38,20,0.0078418255,17,19,0.0017089844,28,1,0.0055191517,48,AnalysisData/frame474.jpg
0.0023031235,13,13,0.0047559738,0,9,0.0042209625,0,9,0.0011470318,0,0,0.0032057762,40,10,0.0089170933,25,8,0.0078129768,8,8,0.0017120838,19,0,0.0047791004,69,AnalysisData/frame1810.jpg
0.0028231144,22,16,0.0054461956,0,15,0.0043349266,0,16,0.0011761189,0,2,0.0036149025,56,23,0.0089581013,81,20,0.0078539848,51,20,0.0017220974,100,0,0.0055069923,30,AnalysisData/frame1571.jpg
0.0040609837,15,15,0.0053219795,0,12,0.004278183,0,12,0.0011470318,0,0,0.0032689571,35,15,0.0091590881,22,11,0.0080089569,6,11,0.0016770363,14,0,0.0049500465,55,AnalysisData/frame837.jpg
0.0026509762,25,12,0.005562067,0,18,0.0048270226,0,18,0.001237154,0,3,0.0035009384,35,14,0.0125238895,90,22,0.0077779293,67,24,0.0017318726,116,0,0.0055170059,9,AnalysisData/frame1434.jpg
0.002767086,32,10,0.0057868958,0,21,0.0039038658,0,21,0.0013759136,0,2,0.0034661293,32,18,0.0093460083,124,20,0.0079159737,92,20,0.00157094,155,0,0.0050239563,35,AnalysisData/frame2697.jpg
0.0026741028,14,20,0.0051259995,0,18,0.004488945,0,18,0.0013120174,0,0,0.0032889843,61,14,0.0089428425,77,17,0.0075201988,48,17,0.0017380714,74,0,0.0052340031,30,AnalysisData/frame2104.jpg
0.0028829575,22,15,0.0051579475,0,17,0.0026111603,0,17,0.0011720657,0,0,0.0037209988,33,14,0.0092208385,55,20,0.0079350471,24,20,0.0017120838,55,0,0.0051288605,43,AnalysisData/frame271.jpg
0.0031058788,5,5,0.0052361488,0,5,0.0041971207,0,5,0.0012731552,0,0,0.0035808086,11,5,0.0091021061,11,5,0.0079028606,5,5,0.0016920567,6,0,0.0048511028,55,AnalysisData/frame860.jpg
0.002628088,21,8,0.0040988922,0,16,0.0042729378,0,17,0.0011730194,0,6,0.0045678616,30,12,0.008327961,85,16,0.0078430176,49,15,0.0017738342,90,1,0.0066378117,7,AnalysisData/frame1427.jpg
0.0034148693,7,12,0.0053918362,0,10,0.0041348934,0,10,0.0010261536,0,1,0.003390789,22,13,0.0095908642,10,9,0.0073101521,5,9,0.0018749237,8,0,0.0053460598,26,AnalysisData/frame423.jpg
0.0026590824,0,0,0.0051801205,0,0,0.0041100979,0,0,0.0012769699,0,0,0.0033991337,0,0,0.0098359585,0,0,0.0078630447,0,0,0.0016770363,0,0,0.0044291019,23,AnalysisData/frame2651.jpg
0.0024847984,19,12,0.0050809383,0,13,0.0040340424,0,13,0.0012278557,0,0,0.00345397,49,16,0.0097219944,38,9,0.0077688694,17,9,0.0016860962,30,0,0.0051009655,71,AnalysisData/frame1816.jpg
0.0026359558,17,4,0.0054080486,0,12,0.0041649342,0,12,0.0011382103,0,1,0.0030851364,40,8,0.0100779533,64,4,0.0076460838,36,4,0.0015201569,56,0,0.0049769878,45,AnalysisData/frame2613.jpg
0.0025858879,0,1,0.0053470135,0,0,0.0044541359,0,0,0.0012540817,0,0,0.0033631325,4,0,0.009141922,1,0,0.0080621243,0,0,0.0017008781,1,0,0.0046789646,40,AnalysisData/frame881.jpg
0.002464056,18,6,0.0067441463,0,13,0.0041899681,0,13,0.0011501312,0,2,0.0042281151,25,6,0.0098259449,26,13,0.0078268051,8,13,0.0013659,25,0,0.004791975,42,AnalysisData/frame614.jpg
0.0026938915,29,4,0.0055360794,0,19,0.0042128563,0,23,0.0011520386,0,0,0.0031359196,47,13,0.0076389313,75,20,0.0076830387,31,20,0.0012121201,66,0,0.0044589043,15,AnalysisData/frame1260.jpg
0.0003750324,21,18,0.0061299801,0,19,0.0042369366,0,21,0.0011970997,0,2,0.0031659603,40,20,0.0101139545,62,18,0.0077469349,35,20,0.0016970634,43,0,0.005409956,24,AnalysisData/frame388.jpg
0.0028419495,18,8,0.0052359104,0,20,0.0028858185,0,16,0.0011758804,0,1,0.0032808781,39,6,0.0114600658,56,19,0.0079038143,24,18,0.0017518997,38,0,0.0055379868,47,AnalysisData/frame482.jpg
0.003057003,15,5,0.0051429272,0,11,0.0041339397,0,11,0.0010609627,0,1,0.003619194,32,15,0.0095951557,35,9,0.0074701309,41,9,0.0016548634,59,0,0.004901886,22,AnalysisData/frame2993.jpg
0.0025429726,15,9,0.0051109791,0,22,0.0041148663,0,21,0.0013580322,0,4,0.0029799938,29,11,0.0094189644,67,20,0.0078349113,45,19,0.0017449856,75,3,0.0047001839,21,AnalysisData/frame301.jpg
0.0020329952,22,18,0.0052239895,0,23,0.0036511421,0,23,0.0012750626,0,0,0.0036189556,42,17,0.0102159977,30,21,0.007753849,9,21,0.0013310909,22,0,0.0051391125,57,AnalysisData/frame1737.jpg
0.0026578903,16,8,0.0051829815,0,17,0.0042700768,0,17,0.0011839867,0,0,0.0034511089,21,17,0.0093460083,68,25,0.0080840588,60,25,0.0017008781,93,0,0.0052139759,21,AnalysisData/frame2915.jpg
0.0040869713,28,8,0.0065190792,0,21,0.0041248798,0,22,0.0012450218,0,0,0.0032830238,45,12,0.0084450245,71,15,0.0075659752,34,16,0.0016670227,58,0,0.0048859119,15,AnalysisData/frame1274.jpg
0.0025269985,12,13,0.0057849884,0,11,0.0037419796,0,10,0.0015051365,0,1,0.003330946,46,15,0.0090808868,38,8,0.0075800419,20,8,0.0016698837,26,0,0.0052559376,28,AnalysisData/frame1542.jpg
0.0026550293,6,5,0.0050570965,0,5,0.0037350655,0,5,0.0012910366,0,0,0.0034179688,8,4,0.0091750622,12,5,0.0075480938,3,5,0.0018160343,8,0,0.0050699711,62,AnalysisData/frame856.jpg
0.0030839443,0,1,0.0052220821,0,0,0.0043299198,0,0,0.001019001,0,0,0.0035729408,4,0,0.0089678764,1,0,0.0076048374,0,0,0.0018148422,1,0,0.0052239895,41,AnalysisData/frame880.jpg
0.0034050941,30,6,0.0055449009,0,23,0.0041451454,0,25,0.0011501312,0,1,0.0035350323,45,13,0.0093891621,92,16,0.0078201294,39,17,0.0018110275,77,0,0.0048620701,11,AnalysisData/frame1262.jpg
0.0026729107,17,20,0.0063591003,0,18,0.0042898655,0,18,0.0011639595,0,0,0.0035378933,62,21,0.0094199181,56,13,0.0077579021,25,13,0.0016448498,39,0,0.005656004,51,AnalysisData/frame1885.jpg
0.0026750565,12,14,0.0047678947,0,11,0.0042088032,0,11,0.001155138,0,0,0.0029840469,39,16,0.0085349083,36,8,0.007349968,19,8,0.0016670227,30,0,0.0056741238,48,AnalysisData/frame1868.jpg
0.0025570393,6,6,0.0035560131,0,6,0.00385499,0,6,0.0012440681,0,4,0.0038349628,6,6,0.0091879368,33,6,0.0074617863,7,8,0.0016770363,27,3,0.006346941,26,AnalysisData/frame2895.jpg
0.0023510456,1,5,0.0063660145,0,1,0.0039057732,0,1,0.0011711121,0,0,0.0029010773,27,2,0.009581089,7,1,0.0072958469,2,1,0.0016651154,5,0,0.0046749115,54,AnalysisData/frame1999.jpg
0.0025908947,12,12,0.0055890083,0,12,0.0042750835,0,12,0.0011548996,0,1,0.0035121441,50,15,0.0094928741,34,8,0.0074369907,17,9,0.0016689301,27,0,0.0048069954,34,AnalysisData/frame1528.jpg
0.0026869774,22,10,0.0052437782,0,15,0.0024449825,0,17,0.0011529922,0,0,0.0036199093,31,18,0.0091638565,96,15,0.0076458454,95,15,0.0018270016,131,0,0.0053019524,28,AnalysisData/frame2710.jpg
0.0026390553,14,13,0.0052731037,0,13,0.0044960976,0,13,0.0011758804,0,0,0.0035309792,34,10,0.0089421272,61,2,0.0079529285,38,2,0.0017471313,49,0,0.0052220821,43,AnalysisData/frame2477.jpg
0.0028469563,16,2,0.0060069561,0,6,0.00426507,0,9,0.0015268326,0,1,0.0038599968,17,13,0.0093250275,72,7,0.0075209141,58,7,0.0012118816,86,0,0.0050151348,32,AnalysisData/frame3096.jpg
0.0027110577,17,14,0.0055699348,0,17,0.0042200089,0,17,0.0013101101,0,0,0.0031940937,50,24,0.0067198277,61,15,0.0078220367,49,15,0.0017030239,77,0,0.005300045,17,AnalysisData/frame20.jpg
0.0010240078,9,6,0.0050361156,0,5,0.0026428699,0,4,0.0012629032,0,2,0.0033569336,12,5,0.0077450275,24,4,0.0076639652,14,4,0.0017368793,28,0,0.0044901371,27,AnalysisData/frame1218.jpg
0.0028960705,12,15,0.005491972,0,15,0.0044641495,0,16,0.0012140274,0,1,0.0030999184,31,14,0.0104329586,65,15,0.0083100796,36,17,0.0016551018,61,1,0.0053348541,27,AnalysisData/frame730.jpg
0.002794981,14,13,0.0064198971,0,15,0.0040700436,0,15,0.0012931824,0,0,0.0032432079,53,11,0.0105650425,78,15,0.0081670284,55,15,0.0016899109,103,0,0.0056359768,22,AnalysisData/frame2575.jpg
0.0028860569,15,12,0.0059411526,0,14,0.0044360161,0,14,0.0011608601,0,0,0.0032420158,30,13,0.0061049461,37,14,0.0077199936,19,14,0.0016701221,27,0,0.0051679611,66,AnalysisData/frame1790.jpg
0.0026390553,18,6,0.005879879,0,11,0.0048868656,0,12,0,0,3,0.0034039021,23,6,0.0093519688,30,10,0.0075159073,14,10,0.0013110638,26,0,0.0046730042,42,AnalysisData/frame613.jpg
0.0027880669,26,8,0.0051789284,0,13,0.0053060055,0,13,0.0012731552,0,4,0.0034661293,36,7,0.0096490383,75,21,0.009196043,34,21,0.001434803,56,2,0.0048830509,30,AnalysisData/frame533.jpg
0.0027310848,19,17,0.0055429935,0,15,0.0041298866,0,15,0.0012428761,0,0,0.0036280155,60,20,0.0094368458,40,12,0.0074820518,21,12,0.0012190342,31,0,0.0054380894,78,AnalysisData/frame1824.jpg
0.0027971268,14,9,0.005053997,0,16,0.0069520473,0,18,0.0008451939,0,2,0.003811121,38,18,0.0102720261,77,18,0.008466959,43,17,0.001691103,87,2,0.005095005,20,AnalysisData/frame308.jpg
0.0027220249,11,12,0.0059561729,0,13,0.0042831898,0,13,0.0012691021,0,0,0.0037829876,25,11,0.0091209412,17,13,0.0079240799,9,13,0.0018260479,10,0,0.0052680969,73,AnalysisData/frame853.jpg
0.0026879311,10,5,0.0076160431,0,8,0.00364995,0,9,0.0011839867,0,1,0.0035591125,29,7,0.009305954,9,7,0.0076401234,4,8,0.001636982,7,0,0.0049378872,26,AnalysisData/frame690.jpg
0.0039768219,36,10,0.0067281723,0,22,0.0042259693,0,23,0.0011970997,0,1,0.0033559799,56,15,0.0064148903,90,29,0.0080730915,71,29,0.0019178391,118,0,0.0052909851,13,AnalysisData/frame964.jpg
0.0004429817,23,8,0.0055100918,0,15,0.0043299198,0,15,0.0012309551,0,1,0.0001890659,25,14,0.0025770664,98,17,0.0080120564,104,17,0.0017230511,146,0,0.0050051212,31,AnalysisData/frame2673.jpg
0.0027468204,19,24,0.0075018406,0,22,0.0041770935,0,22,0.001155138,0,0,0.0034291744,99,24,0.0108830929,89,14,0.0079681873,35,14,0.001721859,73,0,0.0052521229,18,AnalysisData/frame1939.jpg
0.0026960373,13,20,0.0052988529,0,13,0.0044608116,0,13,0.0011079311,0,0,0.0033340454,36,18,0.0091109276,18,12,0.0076179504,6,12,0.0015130043,13,0,0.0032339096,48,AnalysisData/frame1689.jpg
0.0027608871,16,12,0.0057370663,0,17,0.0042891502,0,17,0.0018298626,0,2,0.0035190582,36,20,0.0096418858,81,18,0.0077540874,56,20,0.0018219948,100,0,0.0051469803,54,AnalysisData/frame2278.jpg
0.0029017925,27,9,0.0053009987,0,20,0.0015091896,0,20,0.0013170242,0,3,0.003439188,53,19,0.0093901157,97,14,0.0077090263,81,14,0.0016231537,109,0,0.0072841644,42,AnalysisData/frame2752.jpg
0.0027549267,14,10,0.0075850487,0,17,0.0057630539,0,17,0.0011570454,0,1,0.0040330887,35,17,0.0098888874,75,19,0.0077857971,59,20,0.0019450188,95,0,0.0051178932,48,AnalysisData/frame2271.jpg
0.0027029514,23,9,0.0057079792,0,22,0.0037779808,0,22,0.0011408329,0,1,0.0032298565,49,13,0.0093491077,42,16,0.007874012,19,16,0.0016720295,33,0,0.0051279068,43,AnalysisData/frame236.jpg
0.0009450912,18,7,0.0050680637,0,9,0.0040509701,0,10,0.0011899471,0,0,0.0034220219,41,7,0.0044469833,16,10,0.0080721378,7,10,0.0014510155,13,0,0.0054211617,27,AnalysisData/frame669.jpg
0.0026919842,19,17,0.0090310574,0,16,0.00415802,0,18,0.0012111664,0,4,0.0030491352,50,24,0.0099229813,82,21,0.0091760159,59,21,0.0054869652,88,0,0.0053119659,25,AnalysisData/frame1568.jpg
0.0026800632,17,14,0.007598877,0,16,0.0042948723,0,16,0.0008249283,0,6,0.0033679008,25,13,0.0092360973,47,18,0.0078699589,24,18,0.0018529892,37,3,0.0046880245,15,AnalysisData/frame384.jpg
0.0028779507,12,17,0.0053448677,0,16,0.004390955,0,17,0.0014221668,0,1,0.0036239624,17,25,0.0093991756,35,16,0.0080599785,57,15,0.0023598671,92,1,0.0056898594,24,AnalysisData/frame775.jpg
0.0026500225,9,11,0.0054409504,0,6,0.0041689873,0,6,0.0012230873,0,0,0.0029251575,23,11,0.0093300343,7,6,0.0073239803,3,6,0.0021398067,6,0,0.0050590038,29,AnalysisData/frame689.jpg
0.005469799,25,6,0.0075798035,0,23,0.0040919781,0,23,0.001224041,0,3,0.0033550262,34,6,0.0103850365,100,24,0.0085279942,38,24,0.003182888,76,1,0.0051388741,43,AnalysisData/frame511.jpg
0.0027430058,12,16,0.005218029,0,14,0.0042119026,0,14,0.0012469292,0,0,0.0036270618,84,15,0.0097110271,64,9,0.0081810951,27,9,0.0015830994,49,0,0.0055310726,41,AnalysisData/frame1959.jpg
0.0026829243,18,11,0.0068330765,0,15,0.0035860538,0,15,0.001157999,0,1,0.0033519268,33,15,0.0088078976,59,16,0.0078690052,38,17,0.0017809868,53,0,0.0048530102,24,AnalysisData/frame1092.jpg
0.002974987,20,18,0.0010969639,0,21,0.0032930374,0,21,0.0013000965,0,3,0.003494978,51,24,0.0083358288,75,14,0.0087580681,62,14,0.0006449223,120,0,0.0057799816,27,AnalysisData/frame2049.jpg
0.0045628548,20,5,0.0049359798,0,16,0.0013768673,0,17,0.0011708736,0,1,0.0035088062,33,16,0.0094599724,72,10,0.0076138973,71,10,0.001718998,90,0,0.0050060749,49,AnalysisData/frame2463.jpg
0.0027220249,20,5,0.0059628487,0,12,0.0040819645,0,14,0.0012600422,0,0,0.0032398701,40,10,0.0072631836,47,14,0.0080728531,31,14,0.0016930103,54,0,0.0043640137,28,AnalysisData/frame978.jpg
0.003111124,10,18,0.0051300526,0,16,0.0037889481,0,17,0.0012090206,0,1,0.0034182072,59,11,0.0091929436,75,3,0.0078499317,46,3,0.0018720627,72,0,0.0048470497,21,AnalysisData/frame2518.jpg
0.0029559135,8,14,0.0054821968,0,10,0.0039060116,0,10,0.0006968975,0,0,0.0035409927,40,16,0.0093131065,33,6,0.0077109337,15,6,0.0017030239,27,0,0.0056459904,44,AnalysisData/frame1605.jpg
0.002603054,14,12,0.0051648617,0,7,0.0039000511,0,7,0.0011479855,0,0,0.0032918453,48,17,0.0077841282,31,4,0.0073850155,9,4,0.0017290115,26,0,0.0048649311,36,AnalysisData/frame1531.jpg
0.0028800964,15,17,0.0066699982,0,15,0.0039811134,0,16,0.0011630058,0,0,0.0036320686,33,31,0.0100240707,63,22,0.0078690052,66,22,0.0012550354,118,0,0.0054562092,29,AnalysisData/frame1551.jpg
0.0026340485,23,14,0.0062069893,0,23,0.0056960583,0,22,0.0011680126,0,7,0.0037429333,32,16,0.0069618225,68,14,0.0078110695,50,15,0.0019109249,83,2,0.0047829151,36,AnalysisData/frame2137.jpg
0.0043029785,11,10,0.0048818588,0,13,0.0030288696,0,13,0.0012509823,0,1,0.0034630299,12,24,0.0082828999,39,18,0.0077607632,93,18,0.0017089844,168,0,0.0058448315,25,AnalysisData/frame1211.jpg
0.0026361942,28,20,0.0055449009,0,20,0.0041182041,0,20,0.0011851788,0,0,0.0031919479,77,22,0.0092420578,71,14,0.0074138641,38,14,0.0020570755,57,0,0.0054368973,44,AnalysisData/frame1902.jpg
0.0042619705,10,12,0.0054240227,0,12,0.0062708855,0,13,0.0013930798,0,0,0.0035591125,39,11,0.0094168186,47,5,0.0093419552,29,5,0.0018839836,34,0,0.0047080517,24,AnalysisData/frame2111.jpg
0.0038859844,6,2,0.0075058937,0,21,0.0044310093,0,21,0.0015420914,0,4,0.0036239624,6,2,0.013769865,156,26,0.0075180531,77,29,0.004087925,158,1,0.005851984,21,AnalysisData/frame583.jpg
0.0026040077,6,11,0.0053899288,0,8,0.0039730072,0,8,0.001044035,0,0,0.0035390854,34,5,0.0092270374,40,4,0.0074930191,25,4,0.0016839504,26,0,0.0054531097,78,AnalysisData/frame1980.jpg
0.0026848316,13,10,0.0050809383,0,14,0.0040929317,0,13,0.0011510849,0,1,0.003316164,29,15,0.0092909336,46,6,0.0075490475,27,6,0.001718998,44,0,0.0055499077,42,AnalysisData/frame2213.jpg
0.0027189255,37,15,0.0052790642,0,27,0.0080947876,0,31,0.0030040741,0,4,0.0033898354,38,16,0.0092868805,143,28,0.0074129105,59,30,0.0017101765,113,1,0.0053520203,41,AnalysisData/frame595.jpg
0.0027170181,26,8,0.0062019825,0,18,0.0046961308,0,18,0.001155138,0,0,0.0034320354,45,11,0.0068659782,57,18,0.0091979504,28,18,0.0016958714,52,0,0.0046551228,11,AnalysisData/frame1288.jpg
0.0031011105,6,10,0.0049748421,0,7,0.0037438869,0,7,0.0011529922,0,1,0.0034019947,16,9,0.0081689358,8,7,0.0080180168,2,7,0.0016930103,7,0,0.0050740242,26,AnalysisData/frame429.jpg
0.0059089661,23,16,0.0067639351,0,19,0.0004689693,0,19,0.0011329651,0,1,0.0031921864,32,22,0.0114610195,68,23,0.0077660084,66,23,0.0017168522,133,0,0.0056960583,19,AnalysisData/frame1364.jpg
0.0027270317,16,10,0.0052850246,0,14,0.0040299892,0,16,0.0011959076,0,2,0.0035529137,41,13,0.0096650124,83,5,0.0078039169,48,5,0.0017168522,82,0,0.0050411224,44,AnalysisData/frame3042.jpg
0.0027530193,17,23,0.0054049492,0,21,0.0042660236,0,21,0.0012090206,0,2,0.0039231777,43,28,0.012337923,62,13,0.0076730251,31,12,0.0016989708,63,0,0.0051259995,38,AnalysisData/frame2364.jpg
0.0042991638,21,9,0.0054109097,0,16,0.0043609142,0,19,0.0011649132,0,0,0.0047190189,45,14,0.0087609291,64,18,0.0079460144,27,18,0.0017001629,53,0,0.0049078465,9,AnalysisData/frame1293.jpg
0.002822876,18,6,0.0057368279,0,14,0.0043132305,0,15,0.0011610985,0,3,0.0034861565,23,13,0.0095899105,81,4,0.0077619553,42,4,0.0015819073,91,0,0.0048959255,25,AnalysisData/frame1120.jpg
0.0026199818,5,5,0.005147934,0,5,0.0050330162,0,5,0.0011239052,0,0,0.0035409927,13,5,0.008379221,11,5,0.0079619884,4,5,0.0019700527,7,0,0.0050330162,51,AnalysisData/frame869.jpg
0.0026190281,12,3,0.0052440166,0,5,0.0045371056,0,5,0.0015308857,0,0,0.0038690567,21,5,0.0089988708,29,5,0.0080318451,11,5,0.0016469955,24,0,0.0046019554,8,AnalysisData/frame1321.jpg
0.0034871101,20,4,0.0053639412,0,15,0.0041801929,0,17,0.0011861324,0,2,0.0035789013,19,12,0.0093131065,80,6,0.0077390671,58,6,0.0020148754,100,0,0.0055139065,32,AnalysisData/frame3118.jpg
0.0027461052,12,9,0.0052201748,0,5,0.0006198883,0,5,0.0011398792,0,0,0.003223896,21,8,0.0093660355,15,8,0.0084528923,8,8,0.0020840168,10,0,0.0060210228,71,AnalysisData/frame1800.jpg
0.003059864,21,12,0.0055809021,0,14,0.004130125,0,14,0.0011470318,0,0,0.0034239292,58,15,0.0093891621,85,7,0.0069870949,39,7,0.0017490387,71,0,0.0052409172,27,AnalysisData/frame2978.jpg
0.0027449131,28,30,0.0064828396,0,21,0.0035209656,0,21,0.0011610985,0,0,0.0032777786,77,29,0.0094239712,62,12,0.0076930523,30,12,0.00177598,52,0,0.0050940514,59,AnalysisData/frame1893.jpg
0.0026810169,31,17,0.0053098202,0,22,0.002876997,0,23,0.0011978149,0,4,0.0034921169,46,18,0.00918293,106,29,0.0051121712,67,31,0.0016140938,102,1,0.0051460266,14,AnalysisData/frame1469.jpg
0.0027458668,15,13,0.0044767857,0,14,0.0040249825,0,14,0.0011799335,0,0,0.0031869411,50,9,0.0090470314,65,2,0.0077559948,38,2,0.0015780926,52,0,0.0048429966,29,AnalysisData/frame2985.jpg
0.0027179718,9,9,0.0053598881,0,10,0.004513979,0,11,0.0013139248,0,1,0.0036211014,25,13,0.009510994,47,8,0.0078880787,28,8,0.0015478134,44,0,0.0049619675,33,AnalysisData/frame2325.jpg
0.0031719208,22,6,0.00882411,0,13,0.0042889118,0,15,0.0012001991,0,1,0.0036199093,19,16,0.0100729465,95,23,0.0087609291,122,24,0.0016880035,172,0,0.0040018559,41,AnalysisData/frame3048.jpg
0.0027859211,9,5,0.0037019253,0,9,0.0037050247,0,9,0.0011529922,0,0,0.0033960342,8,9,0.009168148,23,12,0.0078668594,31,12,0.0016999245,53,0,0.0052211285,11,AnalysisData/frame2911.jpg
0.0039877892,21,21,0.0077769756,0,20,0.0041079521,0,21,0.0011761189,0,1,0.0040500164,67,22,0.0095608234,81,12,0.0077419281,67,12,0.0017409325,112,0,0.0053520203,28,AnalysisData/frame2553.jpg
