Goal Area,Classification,Time,Tag,Frame
[1 1 299 20],Complete Goal,0.000104188919067,Lap_StatAreas,AnalysisData/frame539.jpg
[1 1 299 20],Complete Goal,0.000118970870972,Lap_FieldPostTrans,AnalysisData/frame539.jpg
[1 1 299 20],Complete Goal,9.79900360107e-05,Lap_FuzzyLogic,AnalysisData/frame539.jpg
[1005 13 242 115],Partial Goal,0.000301837921143,DoG_StatAreas,AnalysisData/frame2328.jpg
[1021 -14 105 129],Error in Detection,0.0090479850769,DoG_FieldPostTrans,AnalysisData/frame2328.jpg
[1005 3 242 129],Complete Goal,0.000339984893799,DoG_FuzzyLogic,AnalysisData/frame2328.jpg
[1168 1 79 149],Complete Goal,0.000185012817383,DoG_StatAreas,AnalysisData/frame2301.jpg
[1168 1 79 149],Complete Goal,0.000179052352905,DoG_FieldPostTrans,AnalysisData/frame2301.jpg
[1168 1 79 149],Complete Goal,0.000164985656738,DoG_FuzzyLogic,AnalysisData/frame2301.jpg
[1079 1 168 149],Complete Goal,0.000355958938599,DoG_StatAreas,AnalysisData/frame2299.jpg
[1079 1 168 149],Complete Goal,0.000329971313477,DoG_FieldPostTrans,AnalysisData/frame2299.jpg
[1079 1 168 149],Partial Goal,0.000306844711304,DoG_FuzzyLogic,AnalysisData/frame2299.jpg
[1 1 287 233],Complete Goal,0.000647068023682,DoG_StatAreas,AnalysisData/frame575.jpg
[1 1 287 233],Complete Goal,0.000749111175537,DoG_FieldPostTrans,AnalysisData/frame575.jpg
[1 1 287 233],Complete Goal,0.000638008117676,DoG_FuzzyLogic,AnalysisData/frame575.jpg
[1 1 248 28],Complete Goal,0.000113010406494,Lap_StatAreas,AnalysisData/frame575.jpg
[1 1 248 28],Complete Goal,0.000118970870972,Lap_FieldPostTrans,AnalysisData/frame575.jpg
[1 1 248 28],Complete Goal,0.000105857849121,Lap_FuzzyLogic,AnalysisData/frame575.jpg
[455 180 136 60],Complete Goal,0.000137090682983,DoG_StatAreas,AnalysisData/frame1672.jpg
[463 149 0 65],Partial Goal,0.00447511672974,DoG_FieldPostTrans,AnalysisData/frame1672.jpg
[455 177 17 65],Complete Goal,6.69956207275e-05,DoG_FuzzyLogic,AnalysisData/frame1672.jpg
[703 122 299 106],Complete Goal,0.000442981719971,DoG_StatAreas,AnalysisData/frame2413.jpg
[852 103 0 128],Partial Goal,0.0128679275513,DoG_FieldPostTrans,AnalysisData/frame2413.jpg
[703 112 299 128],Complete Goal,0.000411987304688,DoG_FuzzyLogic,AnalysisData/frame2413.jpg
[706 184 291 -20],Error in Detection,0.000278949737549,Lap_StatAreas,AnalysisData/frame2413.jpg
[-1 -1 -1 -1],Error in Calculation,0.00165390968323,Lap_FieldPostTrans,AnalysisData/frame2413.jpg
[980 124 17 40],Complete Goal,6.60419464111e-05,Lap_FuzzyLogic,AnalysisData/frame2413.jpg
[777 186 19 69],Error in Detection,6.79492950439e-05,DoG_StatAreas,AnalysisData/frame1840.jpg
[777 186 19 69],Error in Detection,7.41481781006e-05,DoG_FieldPostTrans,AnalysisData/frame1840.jpg
[777 186 19 69],Error in Detection,6.19888305664e-05,DoG_FuzzyLogic,AnalysisData/frame1840.jpg
[764 110 309 107],Complete Goal,0.000357866287231,DoG_StatAreas,AnalysisData/frame2359.jpg
[779 85 139 130],Complete Goal,0.0121068954468,DoG_FieldPostTrans,AnalysisData/frame2359.jpg
[764 100 309 130],Complete Goal,0.00042200088501,DoG_FuzzyLogic,AnalysisData/frame2359.jpg
[762 195 306 -43],Error in Detection,0.000166893005371,Lap_StatAreas,AnalysisData/frame2359.jpg
[782 187 0 25],Partial Goal,0.00252103805542,Lap_FieldPostTrans,AnalysisData/frame2359.jpg
[762 195 40 25],Partial Goal,6.50882720947e-05,Lap_FuzzyLogic,AnalysisData/frame2359.jpg
[151 215 425 171],Complete Goal,0.000699996948242,DoG_StatAreas,AnalysisData/frame2777.jpg
[173 183 354 202],Complete Goal,0.0187242031097,DoG_FieldPostTrans,AnalysisData/frame2777.jpg
[151 204 425 202],Complete Goal,0.000741004943848,DoG_FuzzyLogic,AnalysisData/frame2777.jpg
[152 205 410 21],Complete Goal,0.000167846679688,Lap_StatAreas,AnalysisData/frame2777.jpg
[152 205 410 21],Complete Goal,0.000134944915771,Lap_FieldPostTrans,AnalysisData/frame2777.jpg
[152 205 410 21],Complete Goal,0.000120878219604,Lap_FuzzyLogic,AnalysisData/frame2777.jpg
[617 36 213 127],Complete Goal,0.000311851501465,DoG_StatAreas,AnalysisData/frame865.jpg
[723 -26 0 166],Partial Goal,0.0152659416199,DoG_FieldPostTrans,AnalysisData/frame865.jpg
[617 22 213 166],Complete Goal,0.000395059585571,DoG_FuzzyLogic,AnalysisData/frame865.jpg
[627 102 204 -48],Error in Detection,0.00014591217041,Lap_StatAreas,AnalysisData/frame865.jpg
[-1 -1 -1 -1],Error in Calculation,0.0012059211731,Lap_FieldPostTrans,AnalysisData/frame865.jpg
[643 102 9 41],Complete Goal,6.69956207275e-05,Lap_FuzzyLogic,AnalysisData/frame865.jpg
[775 231 242 87],Complete Goal,0.000251054763794,DoG_StatAreas,AnalysisData/frame245.jpg
[785 223 174 96],Complete Goal,0.0132768154144,DoG_FieldPostTrans,AnalysisData/frame245.jpg
[902 226 115 96],Complete Goal,0.000211954116821,DoG_FuzzyLogic,AnalysisData/frame245.jpg
[778 280 237 28],Complete Goal,0.000115156173706,Lap_StatAreas,AnalysisData/frame245.jpg
[-1 -1 -1 -1],Error in Calculation,0.00116300582886,Lap_FieldPostTrans,AnalysisData/frame245.jpg
[778 276 16 32],Partial Goal,5.79357147217e-05,Lap_FuzzyLogic,AnalysisData/frame245.jpg
[502 235 163 71],Complete Goal,0.000162839889526,DoG_StatAreas,AnalysisData/frame1981.jpg
[515 179 85 147],Complete Goal,0.0131659507751,DoG_FieldPostTrans,AnalysisData/frame1981.jpg
[502 183 163 147],Complete Goal,0.000330924987793,DoG_FuzzyLogic,AnalysisData/frame1981.jpg
[615 312 59 -67],Error in Detection,0.000221967697144,Lap_StatAreas,AnalysisData/frame1981.jpg
[629 282 15 45],Partial Goal,0.00391697883606,Lap_FieldPostTrans,AnalysisData/frame1981.jpg
[620 200 18 45],Partial Goal,7.5101852417e-05,Lap_FuzzyLogic,AnalysisData/frame1981.jpg
[32 243 213 71],Complete Goal,0.000196933746338,DoG_StatAreas,AnalysisData/frame440.jpg
[55 231 180 88],Complete Goal,0.0113718509674,DoG_FieldPostTrans,AnalysisData/frame440.jpg
[32 235 46 88],Partial Goal,0.000112056732178,DoG_FuzzyLogic,AnalysisData/frame440.jpg
[35 285 16 23],Complete Goal,5.00679016113e-05,Lap_StatAreas,AnalysisData/frame440.jpg
[35 285 16 23],Complete Goal,5.60283660889e-05,Lap_FieldPostTrans,AnalysisData/frame440.jpg
[35 285 16 23],Complete Goal,4.50611114502e-05,Lap_FuzzyLogic,AnalysisData/frame440.jpg
[1022 1 225 149],Complete Goal,0.000351190567017,DoG_StatAreas,AnalysisData/frame2272.jpg
[1022 1 225 149],Complete Goal,0.000370979309082,DoG_FieldPostTrans,AnalysisData/frame2272.jpg
[1022 1 225 149],Partial Goal,0.00034499168396,DoG_FuzzyLogic,AnalysisData/frame2272.jpg
[1019 128 54 24],Partial Goal,6.19888305664e-05,Lap_StatAreas,AnalysisData/frame2272.jpg
[1019 128 54 24],Partial Goal,6.89029693604e-05,Lap_FieldPostTrans,AnalysisData/frame2272.jpg
[1019 128 54 24],Partial Goal,7.29560852051e-05,Lap_FuzzyLogic,AnalysisData/frame2272.jpg
[228 221 423 168],Complete Goal,0.000690937042236,DoG_StatAreas,AnalysisData/frame2776.jpg
[250 187 336 203],Complete Goal,0.0183598995209,DoG_FieldPostTrans,AnalysisData/frame2776.jpg
[228 209 423 203],Complete Goal,0.00081992149353,DoG_FuzzyLogic,AnalysisData/frame2776.jpg
[227 210 406 23],Complete Goal,0.000134944915771,Lap_StatAreas,AnalysisData/frame2776.jpg
[227 210 406 23],Complete Goal,0.000142097473145,Lap_FieldPostTrans,AnalysisData/frame2776.jpg
[227 210 406 23],Complete Goal,0.000125885009766,Lap_FuzzyLogic,AnalysisData/frame2776.jpg
[1 209 408 172],Partial Goal,0.000672101974487,DoG_StatAreas,AnalysisData/frame491.jpg
[205 168 0 191],Partial Goal,0.0122780799866,DoG_FieldPostTrans,AnalysisData/frame491.jpg
[1 194 408 191],Complete Goal,0.000749826431274,DoG_FuzzyLogic,AnalysisData/frame491.jpg
[368 372 43 -20],Error in Detection,0.000152826309204,Lap_StatAreas,AnalysisData/frame491.jpg
[389 333 13 50],Partial Goal,0.00254082679749,Lap_FieldPostTrans,AnalysisData/frame491.jpg
[368 372 43 13],Complete Goal,6.07967376709e-05,Lap_FuzzyLogic,AnalysisData/frame491.jpg
[1114 214 44 66],Partial Goal,8.60691070557e-05,DoG_StatAreas,AnalysisData/frame1945.jpg
[-1 -1 -1 -1],Error in Calculation,0.00221300125122,DoG_FieldPostTrans,AnalysisData/frame1945.jpg
[1114 206 44 78],Partial Goal,9.89437103271e-05,DoG_FuzzyLogic,AnalysisData/frame1945.jpg
[1 28 124 151],Complete Goal,0.000230073928833,DoG_StatAreas,AnalysisData/frame661.jpg
[63 8 40 163],Complete Goal,0.00875902175903,DoG_FieldPostTrans,AnalysisData/frame661.jpg
[1 20 124 163],Complete Goal,0.000243186950684,DoG_FuzzyLogic,AnalysisData/frame661.jpg
[1 28 359 152],Partial Goal,0.000649929046631,DoG_StatAreas,AnalysisData/frame651.jpg
[180 5 162 169],Complete Goal,0.0113129615784,DoG_FieldPostTrans,AnalysisData/frame651.jpg
[1 15 359 169],Complete Goal,0.000588178634644,DoG_FuzzyLogic,AnalysisData/frame651.jpg
[301 161 62 -37],Error in Detection,0.000211000442505,Lap_StatAreas,AnalysisData/frame651.jpg
[332 98 3 80],Partial Goal,0.00410294532776,Lap_FieldPostTrans,AnalysisData/frame651.jpg
[330 44 10 80],Complete Goal,0.0,Lap_FuzzyLogic,AnalysisData/frame651.jpg
[1 4 325 204],Complete Goal,0.000654935836792,DoG_StatAreas,AnalysisData/frame589.jpg
[1 4 325 204],Complete Goal,0.000662088394165,DoG_FieldPostTrans,AnalysisData/frame589.jpg
[1 4 325 204],Complete Goal,0.000635862350464,DoG_FuzzyLogic,AnalysisData/frame589.jpg
[731 122 303 106],Complete Goal,0.000365018844604,DoG_StatAreas,AnalysisData/frame2377.jpg
[745 96 137 129],Complete Goal,0.0123438835144,DoG_FieldPostTrans,AnalysisData/frame2377.jpg
[731 111 303 129],Complete Goal,0.000411987304688,DoG_FuzzyLogic,AnalysisData/frame2377.jpg
[728 185 31 48],Partial Goal,6.41345977783e-05,Lap_StatAreas,AnalysisData/frame2377.jpg
[728 185 31 48],Partial Goal,6.69956207275e-05,Lap_FieldPostTrans,AnalysisData/frame2377.jpg
[728 185 31 48],Partial Goal,5.88893890381e-05,Lap_FuzzyLogic,AnalysisData/frame2377.jpg
[787 242 24 68],Partial Goal,6.60419464111e-05,DoG_StatAreas,AnalysisData/frame1914.jpg
[787 242 24 68],Partial Goal,7.20024108887e-05,DoG_FieldPostTrans,AnalysisData/frame1914.jpg
[787 242 24 68],Partial Goal,6.19888305664e-05,DoG_FuzzyLogic,AnalysisData/frame1914.jpg
[1 69 369 177],Partial Goal,0.000634908676147,DoG_StatAreas,AnalysisData/frame519.jpg
[185 9 0 194],Partial Goal,0.0131869316101,DoG_FieldPostTrans,AnalysisData/frame519.jpg
[1 56 369 194],Complete Goal,0.000689029693604,DoG_FuzzyLogic,AnalysisData/frame519.jpg
[336 80 10 69],Complete Goal,5.98430633545e-05,Lap_StatAreas,AnalysisData/frame519.jpg
[336 80 10 69],Complete Goal,6.22272491455e-05,Lap_FieldPostTrans,AnalysisData/frame519.jpg
[336 80 10 69],Partial Goal,5.19752502441e-05,Lap_FuzzyLogic,AnalysisData/frame519.jpg
[32 243 213 71],Complete Goal,0.000198841094971,DoG_StatAreas,AnalysisData/frame421.jpg
[42 226 193 88],Complete Goal,0.0115280151367,DoG_FieldPostTrans,AnalysisData/frame421.jpg
[32 235 21 88],Complete Goal,9.01222229004e-05,DoG_FuzzyLogic,AnalysisData/frame421.jpg
[678 203 187 50],Complete Goal,0.000174999237061,DoG_StatAreas,AnalysisData/frame142.jpg
[695 158 85 97],Partial Goal,0.00702905654907,DoG_FieldPostTrans,AnalysisData/frame142.jpg
[678 172 187 97],Complete Goal,0.000258922576904,DoG_FuzzyLogic,AnalysisData/frame142.jpg
[476 233 207 81],Complete Goal,0.000285148620605,DoG_StatAreas,AnalysisData/frame58.jpg
[488 221 185 88],Partial Goal,0.00530481338501,DoG_FieldPostTrans,AnalysisData/frame58.jpg
[663 230 20 88],Partial Goal,0.000108003616333,DoG_FuzzyLogic,AnalysisData/frame58.jpg
[524 243 349 -2],Error in Detection,0.00053596496582,DoG_StatAreas,AnalysisData/frame222.jpg
[-1 -1 -1 -1],Error in Calculation,0.00329804420471,DoG_FieldPostTrans,AnalysisData/frame222.jpg
[843 237 30 116],Complete Goal,0.000123977661133,DoG_FuzzyLogic,AnalysisData/frame222.jpg
[528 210 316 33],Complete Goal,0.000143051147461,Lap_StatAreas,AnalysisData/frame222.jpg
[528 210 316 33],Complete Goal,0.0001540184021,Lap_FieldPostTrans,AnalysisData/frame222.jpg
[528 210 316 33],Complete Goal,0.000136852264404,Lap_FuzzyLogic,AnalysisData/frame222.jpg
[1163 1 84 148],Complete Goal,0.00016713142395,DoG_StatAreas,AnalysisData/frame2307.jpg
[1163 1 84 148],Complete Goal,0.00019097328186,DoG_FieldPostTrans,AnalysisData/frame2307.jpg
[1163 1 84 148],Complete Goal,0.000164031982422,DoG_FuzzyLogic,AnalysisData/frame2307.jpg
[398 234 210 73],Partial Goal,0.000193119049072,DoG_StatAreas,AnalysisData/frame1995.jpg
[411 180 118 148],Complete Goal,0.0136740207672,DoG_FieldPostTrans,AnalysisData/frame1995.jpg
[398 183 210 148],Partial Goal,0.000339031219482,DoG_FuzzyLogic,AnalysisData/frame1995.jpg
[395 277 215 -32],Error in Detection,0.000365972518921,Lap_StatAreas,AnalysisData/frame1995.jpg
[422 227 138 78],Error in Detection,0.00469589233398,Lap_FieldPostTrans,AnalysisData/frame1995.jpg
[510 254 100 78],Partial Goal,0.000135183334351,Lap_FuzzyLogic,AnalysisData/frame1995.jpg
[577 35 207 128],Complete Goal,0.00031304359436,DoG_StatAreas,AnalysisData/frame870.jpg
[594 74 174 166],Complete Goal,0.0149371623993,DoG_FieldPostTrans,AnalysisData/frame870.jpg
[577 22 207 166],Complete Goal,0.00037693977356,DoG_FuzzyLogic,AnalysisData/frame870.jpg
[582 44 203 49],Complete Goal,0.000149965286255,Lap_StatAreas,AnalysisData/frame870.jpg
[-1 -1 -1 -1],Error in Calculation,0.00274300575256,Lap_FieldPostTrans,AnalysisData/frame870.jpg
[582 22 203 82],Complete Goal,0.000217914581299,Lap_FuzzyLogic,AnalysisData/frame870.jpg
[1116 178 131 84],Partial Goal,0.000157833099365,DoG_StatAreas,AnalysisData/frame68.jpg
[1130 168 51 95],Complete Goal,0.00629186630249,DoG_FieldPostTrans,AnalysisData/frame68.jpg
[1116 171 131 95],Partial Goal,0.000221014022827,DoG_FuzzyLogic,AnalysisData/frame68.jpg
[1 1 296 227],Complete Goal,0.00065803527832,DoG_StatAreas,AnalysisData/frame572.jpg
[1 1 296 227],Complete Goal,0.000688076019287,DoG_FieldPostTrans,AnalysisData/frame572.jpg
[1 1 296 227],Complete Goal,0.000648021697998,DoG_FuzzyLogic,AnalysisData/frame572.jpg
[1 1 287 42],Complete Goal,0.00016188621521,Lap_StatAreas,AnalysisData/frame572.jpg
[1 1 287 42],Complete Goal,0.000203847885132,Lap_FieldPostTrans,AnalysisData/frame572.jpg
[1 1 287 42],Complete Goal,0.000166893005371,Lap_FuzzyLogic,AnalysisData/frame572.jpg
[503 240 198 62],Partial Goal,0.000205039978027,DoG_StatAreas,AnalysisData/frame1974.jpg
[515 185 127 136],Complete Goal,0.0123460292816,DoG_FieldPostTrans,AnalysisData/frame1974.jpg
[584 188 117 136],Partial Goal,0.000257968902588,DoG_FuzzyLogic,AnalysisData/frame1974.jpg
[501 299 200 -58],Error in Detection,0.000178098678589,Lap_StatAreas,AnalysisData/frame1974.jpg
[654 298 0 22],Partial Goal,0.00267004966736,Lap_FieldPostTrans,AnalysisData/frame1974.jpg
[607 299 94 22],Partial Goal,8.01086425781e-05,Lap_FuzzyLogic,AnalysisData/frame1974.jpg
[375 254 275 59],Complete Goal,0.000226020812988,DoG_StatAreas,AnalysisData/frame42.jpg
[425 234 214 147],Complete Goal,0.00917196273804,DoG_FieldPostTrans,AnalysisData/frame42.jpg
[375 233 100 147],Complete Goal,0.000262975692749,DoG_FuzzyLogic,AnalysisData/frame42.jpg
[810 110 316 108],Complete Goal,0.000418901443481,DoG_StatAreas,AnalysisData/frame2348.jpg
[824 86 144 133],Complete Goal,0.0131170749664,DoG_FieldPostTrans,AnalysisData/frame2348.jpg
[810 99 316 133],Complete Goal,0.00047492980957,DoG_FuzzyLogic,AnalysisData/frame2348.jpg
[782 167 349 120],Complete Goal,0.000432014465332,DoG_StatAreas,AnalysisData/frame163.jpg
[799 132 297 155],Complete Goal,0.0133419036865,DoG_FieldPostTrans,AnalysisData/frame163.jpg
[782 153 349 155],Complete Goal,0.00070595741272,DoG_FuzzyLogic,AnalysisData/frame163.jpg
[779 278 354 -69],Error in Detection,0.000320911407471,Lap_StatAreas,AnalysisData/frame163.jpg
[-1 -1 -1 -1],Error in Calculation,0.000586986541748,Lap_FieldPostTrans,AnalysisData/frame163.jpg
[1088 165 21 44],Complete Goal,9.29832458496e-05,Lap_FuzzyLogic,AnalysisData/frame163.jpg
[783 190 224 130],Complete Goal,0.00032901763916,DoG_StatAreas,AnalysisData/frame892.jpg
[895 153 0 166],Partial Goal,0.01544713974,DoG_FieldPostTrans,AnalysisData/frame892.jpg
[783 176 224 166],Complete Goal,0.000435829162598,DoG_FuzzyLogic,AnalysisData/frame892.jpg
[783 308 227 -108],Error in Detection,0.000152826309204,Lap_StatAreas,AnalysisData/frame892.jpg
[-1 -1 -1 -1],Error in Calculation,0.000925064086914,Lap_FieldPostTrans,AnalysisData/frame892.jpg
[793 176 214 24],Complete Goal,0.000146865844727,Lap_FuzzyLogic,AnalysisData/frame892.jpg
[1 5 283 201],Complete Goal,0.000686883926392,DoG_StatAreas,AnalysisData/frame601.jpg
[1 5 283 201],Complete Goal,0.000659942626953,DoG_FieldPostTrans,AnalysisData/frame601.jpg
[1 5 283 201],Complete Goal,0.000259160995483,DoG_FuzzyLogic,AnalysisData/frame601.jpg
[1 180 432 194],Complete Goal,0.000826120376587,DoG_StatAreas,AnalysisData/frame2869.jpg
[217 140 0 202],Partial Goal,0.013818025589,DoG_FieldPostTrans,AnalysisData/frame2869.jpg
[1 176 432 202],Complete Goal,0.000818967819214,DoG_FuzzyLogic,AnalysisData/frame2869.jpg
[369 340 66 -83],Error in Detection,0.000157117843628,Lap_StatAreas,AnalysisData/frame2869.jpg
[402 325 0 39],Partial Goal,0.00717091560364,Lap_FieldPostTrans,AnalysisData/frame2869.jpg
[374 191 9 66],Complete Goal,7.20024108887e-05,Lap_FuzzyLogic,AnalysisData/frame2869.jpg
[1005 13 242 115],Partial Goal,0.000328063964844,DoG_StatAreas,AnalysisData/frame2321.jpg
[1021 -14 105 129],Error in Detection,0.00881886482239,DoG_FieldPostTrans,AnalysisData/frame2321.jpg
[1005 3 242 129],Complete Goal,0.000339984893799,DoG_FuzzyLogic,AnalysisData/frame2321.jpg
[260 209 424 120],Complete Goal,0.000509977340698,DoG_StatAreas,AnalysisData/frame217.jpg
[291 295 181 284],Complete Goal,0.0192310810089,DoG_FieldPostTrans,AnalysisData/frame217.jpg
[260 202 424 565],Complete Goal,0.00213694572449,DoG_FuzzyLogic,AnalysisData/frame217.jpg
[561 219 335 70],Complete Goal,0.000328063964844,DoG_StatAreas,AnalysisData/frame223.jpg
[573 199 155 137],Complete Goal,0.0121319293976,DoG_FieldPostTrans,AnalysisData/frame223.jpg
[561 213 335 137],Complete Goal,0.000570058822632,DoG_FuzzyLogic,AnalysisData/frame223.jpg
[1 19 335 178],Partial Goal,0.000638961791992,DoG_StatAreas,AnalysisData/frame527.jpg
[168 -1 144 194],Error in Detection,0.013778924942,DoG_FieldPostTrans,AnalysisData/frame527.jpg
[1 7 335 194],Complete Goal,0.000669956207275,DoG_FuzzyLogic,AnalysisData/frame527.jpg
[1 8 329 32],Complete Goal,2.86102294922e-06,Lap_StatAreas,AnalysisData/frame527.jpg
[1 8 329 32],Complete Goal,0.0,Lap_FieldPostTrans,AnalysisData/frame527.jpg
[1 8 329 32],Complete Goal,0.000142097473145,Lap_FuzzyLogic,AnalysisData/frame527.jpg
[32 243 213 71],Complete Goal,0.000196933746338,DoG_StatAreas,AnalysisData/frame431.jpg
[55 231 180 88],Complete Goal,0.011118888855,DoG_FieldPostTrans,AnalysisData/frame431.jpg
[32 235 46 88],Partial Goal,0.000109195709229,DoG_FuzzyLogic,AnalysisData/frame431.jpg
[35 285 16 23],Complete Goal,0.000128030776978,Lap_StatAreas,AnalysisData/frame431.jpg
[35 285 16 23],Complete Goal,9.29832458496e-05,Lap_FieldPostTrans,AnalysisData/frame431.jpg
[35 285 16 23],Complete Goal,7.29560852051e-05,Lap_FuzzyLogic,AnalysisData/frame431.jpg
