Goal Area,Classification,Time,Tag,Frame
[1 8 244 215],Complete Goal,0.00079083442688,DoG_FuzzyLogic,AnalysisData/frame603.jpg
[157 126 89 31],Partial Goal,7.00950622559e-05,Lap_StatAreas,AnalysisData/frame603.jpg
[157 126 89 31],Partial Goal,9.29832458496e-05,Lap_FieldPostTrans,AnalysisData/frame603.jpg
[157 126 89 31],Partial Goal,7.70092010498e-05,Lap_FuzzyLogic,AnalysisData/frame603.jpg
[801 181 138 75],Partial Goal,0.000144004821777,DoG_StatAreas,AnalysisData/frame130.jpg
[870 160 0 94],Partial Goal,0.00502991676331,DoG_FieldPostTrans,AnalysisData/frame130.jpg
[801 167 138 94],Complete Goal,0.000172138214111,DoG_FuzzyLogic,AnalysisData/frame130.jpg
[913 234 37 28],Partial Goal,7.00950622559e-05,Lap_StatAreas,AnalysisData/frame130.jpg
[913 234 37 28],Partial Goal,9.89437103271e-05,Lap_FieldPostTrans,AnalysisData/frame130.jpg
[913 234 37 28],Partial Goal,5.60283660889e-05,Lap_FuzzyLogic,AnalysisData/frame130.jpg
[783 233 105 82],Partial Goal,0.000209093093872,DoG_StatAreas,AnalysisData/frame37.jpg
[835 222 0 92],Partial Goal,0.00986695289612,DoG_FieldPostTrans,AnalysisData/frame37.jpg
[783 228 105 92],Partial Goal,0.000256061553955,DoG_FuzzyLogic,AnalysisData/frame37.jpg
[32 243 213 71],Complete Goal,0.000193119049072,DoG_StatAreas,AnalysisData/frame425.jpg
[42 226 193 88],Complete Goal,0.0110080242157,DoG_FieldPostTrans,AnalysisData/frame425.jpg
[32 235 21 88],Complete Goal,8.48770141602e-05,DoG_FuzzyLogic,AnalysisData/frame425.jpg
[1 11 97 195],Complete Goal,0.000232934951782,DoG_StatAreas,AnalysisData/frame620.jpg
[1 11 97 195],Complete Goal,0.00023889541626,DoG_FieldPostTrans,AnalysisData/frame620.jpg
[1 11 97 195],Complete Goal,0.000223875045776,DoG_FuzzyLogic,AnalysisData/frame620.jpg
[58 178 43 30],Partial Goal,5.3882598877e-05,Lap_StatAreas,AnalysisData/frame620.jpg
[58 178 43 30],Partial Goal,7.10487365723e-05,Lap_FieldPostTrans,AnalysisData/frame620.jpg
[58 178 43 30],Partial Goal,5.41210174561e-05,Lap_FuzzyLogic,AnalysisData/frame620.jpg
