Single Channel Segmentation,Single Channel Segmentation_DoG,Single Channel Segmentation_Lap,Grid Single Channel Scanline,Grid Single Channel Scanline_DoG,Grid Single Channel Scanline_Lap,Vertical Single Channel Scanline,Vertical Single Channel Scanline_DoG,Vertical Single Channel Scanline_Lap,Horizontal Single Channel Scanline,Horizontal Single Channel Scanline_DoG,Horizontal Single Channel Scanline_Lap,RGB Channel Segmentation,RGB Channel Segmentation_DoG,RGB Channel Segmentation_Lap,Grid RGB Channel Scanline,Grid RGB Channel Scanline_DoG,Grid RGB Channel Scanline_Lap,Vertical RGB Channel Scanline,Vertical RGB Channel Scanline_DoG,Vertical RGB Channel Scanline_Lap,Horizontal RGB Channel Scanline,Horizontal RGB Channel Scanline_DoG,Horizontal RGB Channel Scanline_Lap,Frame

0.0032379627227783203,0,0,0.0047740936279296875,0,0,0.0033769607543945312,0,0,0.0011949539184570312,0,0,1.0248351097106934,0,0,0.008318901062011719,0,0,0.007267951965332031,0,0,0.001878976821899414,0,0,AnalysisData/frame707.jpg
0.0029349327087402344,0,0,0.005692958831787109,0,0,0.004369974136352539,0,0,0.0012090206146240234,0,0,0.3072631359100342,0,0,0.008913993835449219,0,0,0.007478952407836914,0,0,0.0017361640930175781,0,0,AnalysisData/frame2955.jpg
0.0030088424682617188,0,0,0.006281137466430664,0,0,0.004334926605224609,0,0,0.0012278556823730469,0,0,0.3428349494934082,0,0,0.009422063827514648,0,0,0.007164955139160156,0,0,0.0019559860229492188,0,0,AnalysisData/frame1139.jpg
0.0029981136322021484,0,0,0.0058629512786865234,1,4,0.0045850276947021484,8,1,0.00121307373046875,1,0,0.0550389289855957,0,0,0.009422063827514648,1,2,0.00725102424621582,0,1,0.002719879150390625,0,0,AnalysisData/frame196.jpg
0.0030059814453125,0,0,0.005825996398925781,0,0,0.004492044448852539,0,0,0.0011849403381347656,0,0,0.006546974182128906,0,0,0.00911402702331543,0,0,0.0072209835052490234,0,0,0.0018310546875,0,0,AnalysisData/frame1001.jpg
0.002897977828979492,0,0,0.005795001983642578,2,2,0.004462003707885742,0,1,0.0012450218200683594,0,0,0.3355748653411865,0,0,0.009078025817871094,2,2,0.007556915283203125,0,0,0.0020639896392822266,0,0,AnalysisData/frame1644.jpg
0.0028619766235351562,0,0,0.005543947219848633,0,0,0.004324913024902344,0,0,0.0013020038604736328,0,0,0.1944880485534668,0,0,0.0092620849609375,0,0,0.007382869720458984,0,0,0.001773834228515625,0,0,AnalysisData/frame2732.jpg
0.0029311180114746094,0,0,0.005589008331298828,0,0,0.004448890686035156,0,0,0.0011730194091796875,0,0,0.007179975509643555,0,0,0.009093046188354492,0,0,0.0073871612548828125,0,0,0.002028942108154297,0,0,AnalysisData/frame319.jpg
0.002894878387451172,0,0,0.005441904067993164,0,0,0.004438161849975586,0,0,0.0012171268463134766,0,0,0.006763935089111328,0,0,0.009253978729248047,0,0,0.00728917121887207,0,0,0.0017271041870117188,0,0,AnalysisData/frame1337.jpg
0.002953052520751953,0,0,0.005676984786987305,1,1,0.004333019256591797,0,0,0.0012440681457519531,0,0,0.4052419662475586,0,0,0.009140968322753906,1,0,0.00705409049987793,0,0,0.0017368793487548828,0,0,AnalysisData/frame78.jpg
0.002969026565551758,0,0,0.005617856979370117,2,2,0.0045948028564453125,0,1,0.001215219497680664,0,0,0.006988048553466797,0,0,0.009280920028686523,2,2,0.007306814193725586,0,0,0.0017130374908447266,0,0,AnalysisData/frame238.jpg
0.0028870105743408203,0,0,0.005625009536743164,0,0,0.004487037658691406,0,0,0.001199960708618164,0,0,0.04032111167907715,0,0,0.009189128875732422,0,0,0.007231950759887695,0,0,0.001773834228515625,0,0,AnalysisData/frame1483.jpg
0.002859830856323242,0,0,0.0055921077728271484,0,0,0.004336118698120117,0,0,0.00121307373046875,0,0,0.0064809322357177734,0,0,0.009214162826538086,0,0,0.007441997528076172,0,0,0.0017209053039550781,0,0,AnalysisData/frame2063.jpg
0.0029621124267578125,0,0,0.0056819915771484375,1,1,0.004424095153808594,0,0,0.0011899471282958984,0,0,0.006893157958984375,0,0,0.009082794189453125,1,1,0.0071070194244384766,0,0,0.0018389225006103516,0,0,AnalysisData/frame450.jpg
0.0034630298614501953,0,0,0.005681037902832031,0,0,0.00436711311340332,0,0,0.0012688636779785156,0,0,1.6659488677978516,0,0,0.009169816970825195,0,0,0.007244110107421875,0,0,0.0019068717956542969,0,0,AnalysisData/frame1164.jpg
0.0029289722442626953,0,0,0.005712032318115234,0,0,0.0044651031494140625,0,0,0.0012230873107910156,0,0,0.006643056869506836,0,0,0.009237051010131836,0,0,0.0071871280670166016,0,0,0.0017249584197998047,0,0,AnalysisData/frame1489.jpg
0.0029430389404296875,0,0,0.005576133728027344,1,1,0.004528045654296875,3,0,0.0012180805206298828,0,0,0.00675511360168457,0,0,0.00929880142211914,1,1,0.007308006286621094,0,0,0.0020101070404052734,0,0,AnalysisData/frame2859.jpg
0.0030968189239501953,0,0,0.005522012710571289,2,3,0.004389047622680664,3,1,0.0011730194091796875,0,0,0.0067331790924072266,0,0,0.009382009506225586,2,2,0.007213115692138672,0,0,0.0017251968383789062,0,0,AnalysisData/frame2387.jpg
0.0029900074005126953,0,0,0.005464792251586914,0,0,0.004343986511230469,0,0,0.0012969970703125,0,0,0.00646209716796875,0,0,0.009208917617797852,0,0,0.008055925369262695,0,0,0.0018510818481445312,0,0,AnalysisData/frame1295.jpg
0.0029480457305908203,0,0,0.005485057830810547,0,0,0.0044209957122802734,0,0,0.0012288093566894531,0,0,0.006620883941650391,0,0,0.010218143463134766,0,0,0.007174968719482422,0,0,0.0019218921661376953,0,0,AnalysisData/frame1113.jpg
0.0029649734497070312,0,0,0.005713939666748047,2,1,0.004359006881713867,0,0,0.0011649131774902344,0,0,0.00664210319519043,0,0,0.009153127670288086,2,0,0.00719904899597168,0,0,0.001756906509399414,0,0,AnalysisData/frame1658.jpg
0.0029370784759521484,0,0,0.005576133728027344,1,1,0.004246950149536133,3,0,0.001210927963256836,0,0,0.006617069244384766,0,0,0.009215116500854492,1,0,0.0080718994140625,0,0,0.0019271373748779297,0,0,AnalysisData/frame595.jpg
0.002953052520751953,0,0,0.0057010650634765625,2,3,0.004266023635864258,4,0,0.001232147216796875,0,0,0.006685972213745117,0,0,0.009081840515136719,2,2,0.007230997085571289,0,1,0.0017230510711669922,0,0,AnalysisData/frame877.jpg
0.002870798110961914,0,0,0.005606889724731445,1,2,0.00420689582824707,3,0,0.001168966293334961,0,0,0.006742954254150391,0,0,0.009083032608032227,1,1,0.007121086120605469,0,0,0.001741170883178711,0,0,AnalysisData/frame628.jpg
