Goal Area,Time,Classification,Tag,Frame
[839 281 21 21],0.0385739803314,False,Lap_CNN,AnalysisData/frame2955.jpg
[1185 378 80 80],0.000858068466187,False,DoG_bhuman,AnalysisData/frame1139.jpg
[1185 378 80 80],0.000806093215942,False,DoG_Constrast,AnalysisData/frame1139.jpg
[1185 378 80 80],0.000638008117676,False,DoG_HoG,AnalysisData/frame1139.jpg
[1185 378 80 80],0.0435450077057,False,DoG_CNN,AnalysisData/frame1139.jpg
[549 154 84 84],0.000303983688354,False,DoG_bhuman,AnalysisData/frame1139.jpg
[549 154 84 84],0.000255823135376,True,DoG_Constrast,AnalysisData/frame1139.jpg
[549 154 84 84],0.00059700012207,False,DoG_HoG,AnalysisData/frame1139.jpg
[549 154 84 84],0.0414009094238,True,DoG_CNN,AnalysisData/frame1139.jpg
[1197 169 76 76],0.000319957733154,False,DoG_bhuman,AnalysisData/frame1139.jpg
[1197 169 76 76],0.00025486946106,True,DoG_Constrast,AnalysisData/frame1139.jpg
[1197 169 76 76],0.000532150268555,False,DoG_HoG,AnalysisData/frame1139.jpg
[1197 169 76 76],0.0390901565552,True,DoG_CNN,AnalysisData/frame1139.jpg
[655 130 51 51],0.00148415565491,False,DoG_bhuman,AnalysisData/frame1139.jpg
[655 130 51 51],0.00240182876587,False,DoG_Constrast,AnalysisData/frame1139.jpg
[655 130 51 51],0.000741004943848,False,DoG_HoG,AnalysisData/frame1139.jpg
[655 130 51 51],0.0401158332825,True,DoG_CNN,AnalysisData/frame1139.jpg
[678 48 56 56],0.00135898590088,False,Lap_bhuman,AnalysisData/frame1139.jpg
[678 48 56 56],0.00128507614136,False,Lap_Constrast,AnalysisData/frame1139.jpg
[678 48 56 56],0.000531911849976,False,Lap_HoG,AnalysisData/frame1139.jpg
[678 48 56 56],0.0429229736328,False,Lap_CNN,AnalysisData/frame1139.jpg
[555 58 72 72],0.000444889068604,False,Lap_bhuman,AnalysisData/frame1139.jpg
[555 58 72 72],0.000317096710205,True,Lap_Constrast,AnalysisData/frame1139.jpg
[555 58 72 72],0.000715970993042,False,Lap_HoG,AnalysisData/frame1139.jpg
[555 58 72 72],0.0432558059692,False,Lap_CNN,AnalysisData/frame1139.jpg
[1190 385 66 66],0.00061297416687,False,Lap_bhuman,AnalysisData/frame1139.jpg
[1190 385 66 66],0.000588178634644,False,Lap_Constrast,AnalysisData/frame1139.jpg
[1190 385 66 66],0.000594139099121,False,Lap_HoG,AnalysisData/frame1139.jpg
[1190 385 66 66],0.041218996048,False,Lap_CNN,AnalysisData/frame1139.jpg
[556 161 70 70],0.000306844711304,False,Lap_bhuman,AnalysisData/frame1139.jpg
[556 161 70 70],0.000266075134277,True,Lap_Constrast,AnalysisData/frame1139.jpg
[556 161 70 70],0.000555038452148,False,Lap_HoG,AnalysisData/frame1139.jpg
[556 161 70 70],0.0437560081482,True,Lap_CNN,AnalysisData/frame1139.jpg
[1202 176 62 62],0.000468015670776,False,Lap_bhuman,AnalysisData/frame1139.jpg
[1202 176 62 62],0.000332117080688,True,Lap_Constrast,AnalysisData/frame1139.jpg
[1202 176 62 62],0.000730991363525,False,Lap_HoG,AnalysisData/frame1139.jpg
[1202 176 62 62],0.0392670631409,False,Lap_CNN,AnalysisData/frame1139.jpg
[560 1 61 61],0.00205993652344,False,Lap_bhuman,AnalysisData/frame1139.jpg
[560 1 61 61],0.00201797485352,False,Lap_Constrast,AnalysisData/frame1139.jpg
[560 1 61 61],0.000577926635742,False,Lap_HoG,AnalysisData/frame1139.jpg
[560 1 61 61],0.0389528274536,False,Lap_CNN,AnalysisData/frame1139.jpg
[640 1 51 51],0.00122308731079,False,Lap_bhuman,AnalysisData/frame1139.jpg
[640 1 51 51],0.00118684768677,False,Lap_Constrast,AnalysisData/frame1139.jpg
[640 1 51 51],0.000606060028076,False,Lap_HoG,AnalysisData/frame1139.jpg
[640 1 51 51],0.0433249473572,True,Lap_CNN,AnalysisData/frame1139.jpg
[361 386 39 39],2.31266021729e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[361 386 39 39],1.28746032715e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[361 386 39 39],0.000493049621582,False,DoG_HoG,AnalysisData/frame196.jpg
[361 386 39 39],0.0408868789673,False,DoG_CNN,AnalysisData/frame196.jpg
[1176 426 38 38],3.31401824951e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[1176 426 38 38],1.4066696167e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[1176 426 38 38],0.000504970550537,False,DoG_HoG,AnalysisData/frame196.jpg
[1176 426 38 38],0.0417029857635,False,DoG_CNN,AnalysisData/frame196.jpg
[401 396 30 30],3.981590271e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[401 396 30 30],1.90734863281e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[401 396 30 30],0.000756025314331,False,DoG_HoG,AnalysisData/frame196.jpg
[401 396 30 30],0.0454308986664,False,DoG_CNN,AnalysisData/frame196.jpg
[511 399 30 30],3.38554382324e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[511 399 30 30],1.50203704834e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[511 399 30 30],0.00058913230896,False,DoG_HoG,AnalysisData/frame196.jpg
[511 399 30 30],0.0431818962097,False,DoG_CNN,AnalysisData/frame196.jpg
[712 399 37 37],3.2901763916e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[712 399 37 37],1.50203704834e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[712 399 37 37],0.000604867935181,False,DoG_HoG,AnalysisData/frame196.jpg
[712 399 37 37],0.0431289672852,False,DoG_CNN,AnalysisData/frame196.jpg
[673 398 35 35],4.10079956055e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[673 398 35 35],1.90734863281e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[673 398 35 35],0.000802993774414,False,DoG_HoG,AnalysisData/frame196.jpg
[673 398 35 35],0.0429661273956,False,DoG_CNN,AnalysisData/frame196.jpg
[803 404 34 34],3.19480895996e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[803 404 34 34],1.50203704834e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[803 404 34 34],0.000581026077271,False,DoG_HoG,AnalysisData/frame196.jpg
[803 404 34 34],0.0395150184631,False,DoG_CNN,AnalysisData/frame196.jpg
[624 397 33 33],4.29153442383e-05,False,DoG_bhuman,AnalysisData/frame196.jpg
[624 397 33 33],1.38282775879e-05,False,DoG_Constrast,AnalysisData/frame196.jpg
[624 397 33 33],0.000562906265259,False,DoG_HoG,AnalysisData/frame196.jpg
[624 397 33 33],0.0415828227997,False,DoG_CNN,AnalysisData/frame196.jpg
[470 377 71 71],2.69412994385e-05,False,Lap_bhuman,AnalysisData/frame196.jpg
[470 377 71 71],1.31130218506e-05,False,Lap_Constrast,AnalysisData/frame196.jpg
[470 377 71 71],0.000555038452148,False,Lap_HoG,AnalysisData/frame196.jpg
[470 377 71 71],0.0387818813324,False,Lap_CNN,AnalysisData/frame196.jpg
[789 401 41 41],3.2901763916e-05,False,Lap_bhuman,AnalysisData/frame196.jpg
[789 401 41 41],1.38282775879e-05,False,Lap_Constrast,AnalysisData/frame196.jpg
[789 401 41 41],0.000560998916626,False,Lap_HoG,AnalysisData/frame196.jpg
[789 401 41 41],0.0467810630798,False,Lap_CNN,AnalysisData/frame196.jpg
[1179 430 31 31],3.31401824951e-05,False,Lap_bhuman,AnalysisData/frame196.jpg
[1179 430 31 31],1.38282775879e-05,False,Lap_Constrast,AnalysisData/frame196.jpg
[1179 430 31 31],0.000492095947266,False,Lap_HoG,AnalysisData/frame196.jpg
[1179 430 31 31],0.042307138443,False,Lap_CNN,AnalysisData/frame196.jpg
[680 405 21 21],3.38554382324e-05,False,Lap_bhuman,AnalysisData/frame196.jpg
[680 405 21 21],1.4066696167e-05,False,Lap_Constrast,AnalysisData/frame196.jpg
[680 405 21 21],0.000564098358154,False,Lap_HoG,AnalysisData/frame196.jpg
[680 405 21 21],0.0409889221191,False,Lap_CNN,AnalysisData/frame196.jpg
[719 406 23 23],3.31401824951e-05,False,Lap_bhuman,AnalysisData/frame196.jpg
[719 406 23 23],1.47819519043e-05,False,Lap_Constrast,AnalysisData/frame196.jpg
[719 406 23 23],0.000553131103516,False,Lap_HoG,AnalysisData/frame196.jpg
[719 406 23 23],0.0478429794312,False,Lap_CNN,AnalysisData/frame196.jpg
[630 403 21 21],5.41210174561e-05,False,Lap_bhuman,AnalysisData/frame196.jpg
[630 403 21 21],1.69277191162e-05,False,Lap_Constrast,AnalysisData/frame196.jpg
[630 403 21 21],0.000687122344971,False,Lap_HoG,AnalysisData/frame196.jpg
[630 403 21 21],0.0434169769287,False,Lap_CNN,AnalysisData/frame196.jpg
[1187 442 6 6],3.19480895996e-05,False,Lap_bhuman,AnalysisData/frame196.jpg
[1187 442 6 6],1.4066696167e-05,False,Lap_Constrast,AnalysisData/frame196.jpg
[1187 442 6 6],0.000458002090454,False,Lap_HoG,AnalysisData/frame196.jpg
[1187 442 6 6],0.0442039966583,False,Lap_CNN,AnalysisData/frame196.jpg
[745 169 52 52],0.000239849090576,False,DoG_bhuman,AnalysisData/frame1001.jpg
[745 169 52 52],0.000221014022827,True,DoG_Constrast,AnalysisData/frame1001.jpg
[745 169 52 52],0.000523090362549,False,DoG_HoG,AnalysisData/frame1001.jpg
[745 169 52 52],0.0442771911621,True,DoG_CNN,AnalysisData/frame1001.jpg
[640 170 51 51],0.000305891036987,False,DoG_bhuman,AnalysisData/frame1001.jpg
[640 170 51 51],0.000257015228271,True,DoG_Constrast,AnalysisData/frame1001.jpg
[640 170 51 51],0.000572919845581,False,DoG_HoG,AnalysisData/frame1001.jpg
[640 170 51 51],0.0431771278381,True,DoG_CNN,AnalysisData/frame1001.jpg
[645 238 51 51],0.000305891036987,False,DoG_bhuman,AnalysisData/frame1001.jpg
[645 238 51 51],0.000252962112427,True,DoG_Constrast,AnalysisData/frame1001.jpg
[645 238 51 51],0.000550985336304,False,DoG_HoG,AnalysisData/frame1001.jpg
[645 238 51 51],0.0404551029205,False,DoG_CNN,AnalysisData/frame1001.jpg
[270 164 42 42],3.2901763916e-05,False,DoG_bhuman,AnalysisData/frame1001.jpg
[270 164 42 42],1.4066696167e-05,False,DoG_Constrast,AnalysisData/frame1001.jpg
[270 164 42 42],0.000597953796387,False,DoG_HoG,AnalysisData/frame1001.jpg
[270 164 42 42],0.0466058254242,True,DoG_CNN,AnalysisData/frame1001.jpg
[789 155 42 42],0.00206184387207,True,DoG_bhuman,AnalysisData/frame1001.jpg
[789 155 42 42],0.00526404380798,False,DoG_Constrast,AnalysisData/frame1001.jpg
[789 155 42 42],0.000578165054321,False,DoG_HoG,AnalysisData/frame1001.jpg
[789 155 42 42],0.0411729812622,False,DoG_CNN,AnalysisData/frame1001.jpg
[836 167 28 28],3.40938568115e-05,False,DoG_bhuman,AnalysisData/frame1001.jpg
[836 167 28 28],1.4066696167e-05,False,DoG_Constrast,AnalysisData/frame1001.jpg
[836 167 28 28],0.000581026077271,False,DoG_HoG,AnalysisData/frame1001.jpg
[836 167 28 28],0.0373020172119,False,DoG_CNN,AnalysisData/frame1001.jpg
[750 175 41 41],0.000260829925537,False,Lap_bhuman,AnalysisData/frame1001.jpg
[750 175 41 41],0.000249147415161,True,Lap_Constrast,AnalysisData/frame1001.jpg
[750 175 41 41],0.000478982925415,False,Lap_HoG,AnalysisData/frame1001.jpg
[750 175 41 41],0.0418720245361,True,Lap_CNN,AnalysisData/frame1001.jpg
[659 198 74 74],0.00184988975525,False,Lap_bhuman,AnalysisData/frame1001.jpg
[659 198 74 74],0.00180697441101,False,Lap_Constrast,AnalysisData/frame1001.jpg
[659 198 74 74],0.000610828399658,False,Lap_HoG,AnalysisData/frame1001.jpg
[659 198 74 74],0.0406320095062,False,Lap_CNN,AnalysisData/frame1001.jpg
[260 165 41 41],0.00203609466553,False,Lap_bhuman,AnalysisData/frame1001.jpg
[260 165 41 41],0.00889086723328,False,Lap_Constrast,AnalysisData/frame1001.jpg
[260 165 41 41],0.000572204589844,False,Lap_HoG,AnalysisData/frame1001.jpg
[260 165 41 41],0.0373170375824,False,Lap_CNN,AnalysisData/frame1001.jpg
[647 177 37 37],0.00031304359436,False,Lap_bhuman,AnalysisData/frame1001.jpg
[647 177 37 37],0.000241041183472,True,Lap_Constrast,AnalysisData/frame1001.jpg
[647 177 37 37],0.000594854354858,False,Lap_HoG,AnalysisData/frame1001.jpg
[647 177 37 37],0.0422358512878,False,Lap_CNN,AnalysisData/frame1001.jpg
[796 162 28 28],0.00206685066223,True,Lap_bhuman,AnalysisData/frame1001.jpg
[796 162 28 28],0.00531697273254,False,Lap_Constrast,AnalysisData/frame1001.jpg
[796 162 28 28],0.000563144683838,False,Lap_HoG,AnalysisData/frame1001.jpg
[796 162 28 28],0.0393891334534,False,Lap_CNN,AnalysisData/frame1001.jpg
[839 171 21 21],3.2901763916e-05,False,Lap_bhuman,AnalysisData/frame1001.jpg
[839 171 21 21],1.4066696167e-05,False,Lap_Constrast,AnalysisData/frame1001.jpg
[839 171 21 21],0.000581979751587,False,Lap_HoG,AnalysisData/frame1001.jpg
[839 171 21 21],0.0440101623535,False,Lap_CNN,AnalysisData/frame1001.jpg
[750 240 21 21],0.000305891036987,False,Lap_bhuman,AnalysisData/frame1001.jpg
[750 240 21 21],0.000226974487305,True,Lap_Constrast,AnalysisData/frame1001.jpg
[750 240 21 21],0.000574111938477,False,Lap_HoG,AnalysisData/frame1001.jpg
[750 240 21 21],0.039381980896,True,Lap_CNN,AnalysisData/frame1001.jpg
[1125 265 89 89],0.00198197364807,False,DoG_bhuman,AnalysisData/frame1644.jpg
[1125 265 89 89],0.0183072090149,False,DoG_Constrast,AnalysisData/frame1644.jpg
[1125 265 89 89],0.000505924224854,True,DoG_HoG,AnalysisData/frame1644.jpg
[1125 265 89 89],0.0407500267029,True,DoG_CNN,AnalysisData/frame1644.jpg
[1039 240 72 72],0.000754117965698,False,DoG_bhuman,AnalysisData/frame1644.jpg
[1039 240 72 72],0.000699043273926,False,DoG_Constrast,AnalysisData/frame1644.jpg
[1039 240 72 72],0.000584840774536,False,DoG_HoG,AnalysisData/frame1644.jpg
[1039 240 72 72],0.0464899539948,False,DoG_CNN,AnalysisData/frame1644.jpg
[306 293 60 60],0.00224709510803,False,DoG_bhuman,AnalysisData/frame1644.jpg
[306 293 60 60],0.000308036804199,True,DoG_Constrast,AnalysisData/frame1644.jpg
[306 293 60 60],0.000766038894653,False,DoG_HoG,AnalysisData/frame1644.jpg
[306 293 60 60],0.0477759838104,True,DoG_CNN,AnalysisData/frame1644.jpg
[1033 409 63 63],3.31401824951e-05,False,DoG_bhuman,AnalysisData/frame1644.jpg
[1033 409 63 63],1.50203704834e-05,False,DoG_Constrast,AnalysisData/frame1644.jpg
[1033 409 63 63],0.00055193901062,False,DoG_HoG,AnalysisData/frame1644.jpg
[1033 409 63 63],0.0404860973358,False,DoG_CNN,AnalysisData/frame1644.jpg
[1030 310 59 59],0.000545024871826,False,DoG_bhuman,AnalysisData/frame1644.jpg
[1030 310 59 59],0.000509977340698,False,DoG_Constrast,AnalysisData/frame1644.jpg
[1030 310 59 59],0.000587940216064,False,DoG_HoG,AnalysisData/frame1644.jpg
[1030 310 59 59],0.0426971912384,True,DoG_CNN,AnalysisData/frame1644.jpg
[1015 244 29 29],0.000468015670776,False,DoG_bhuman,AnalysisData/frame1644.jpg
[1015 244 29 29],0.000351905822754,True,DoG_Constrast,AnalysisData/frame1644.jpg
[1015 244 29 29],0.00075888633728,False,DoG_HoG,AnalysisData/frame1644.jpg
[1015 244 29 29],0.0398609638214,False,DoG_CNN,AnalysisData/frame1644.jpg
[1132 272 75 75],0.0019519329071,False,Lap_bhuman,AnalysisData/frame1644.jpg
[1132 272 75 75],0.0191218852997,False,Lap_Constrast,AnalysisData/frame1644.jpg
[1132 272 75 75],0.000518083572388,True,Lap_HoG,AnalysisData/frame1644.jpg
[1132 272 75 75],0.0405571460724,True,Lap_CNN,AnalysisData/frame1644.jpg
[1112 373 95 95],3.38554382324e-05,False,Lap_bhuman,AnalysisData/frame1644.jpg
[1112 373 95 95],1.4066696167e-05,False,Lap_Constrast,AnalysisData/frame1644.jpg
[1112 373 95 95],0.000576972961426,False,Lap_HoG,AnalysisData/frame1644.jpg
[1112 373 95 95],0.0407400131226,False,Lap_CNN,AnalysisData/frame1644.jpg
[1062 373 95 95],0.00426888465881,False,Lap_bhuman,AnalysisData/frame1644.jpg
[1062 373 95 95],0.00414991378784,False,Lap_Constrast,AnalysisData/frame1644.jpg
[1062 373 95 95],0.000571012496948,False,Lap_HoG,AnalysisData/frame1644.jpg
[1062 373 95 95],0.0474219322205,False,Lap_CNN,AnalysisData/frame1644.jpg
[1046 247 58 58],0.00100183486938,False,Lap_bhuman,AnalysisData/frame1644.jpg
[1046 247 58 58],0.000902891159058,False,Lap_Constrast,AnalysisData/frame1644.jpg
[1046 247 58 58],0.000731945037842,False,Lap_HoG,AnalysisData/frame1644.jpg
[1046 247 58 58],0.0446808338165,False,Lap_CNN,AnalysisData/frame1644.jpg
[313 300 46 46],0.00145602226257,False,Lap_bhuman,AnalysisData/frame1644.jpg
[313 300 46 46],0.000224113464355,True,Lap_Constrast,AnalysisData/frame1644.jpg
[313 300 46 46],0.000552892684937,False,Lap_HoG,AnalysisData/frame1644.jpg
[313 300 46 46],0.0408329963684,True,Lap_CNN,AnalysisData/frame1644.jpg
[1126 399 57 57],0.000308036804199,False,Lap_bhuman,AnalysisData/frame1644.jpg
[1126 399 57 57],0.000247001647949,True,Lap_Constrast,AnalysisData/frame1644.jpg
[1126 399 57 57],0.000542879104614,False,Lap_HoG,AnalysisData/frame1644.jpg
[1126 399 57 57],0.0429182052612,False,Lap_CNN,AnalysisData/frame1644.jpg
[1049 439 31 31],0.000587940216064,False,Lap_bhuman,AnalysisData/frame1644.jpg
[1049 439 31 31],0.00054407119751,False,Lap_Constrast,AnalysisData/frame1644.jpg
[1049 439 31 31],0.000726938247681,False,Lap_HoG,AnalysisData/frame1644.jpg
[1049 439 31 31],0.0406339168549,True,Lap_CNN,AnalysisData/frame1644.jpg
[1154 295 31 31],0.000527858734131,False,Lap_bhuman,AnalysisData/frame1644.jpg
[1154 295 31 31],0.000531911849976,False,Lap_Constrast,AnalysisData/frame1644.jpg
[1154 295 31 31],0.000569105148315,False,Lap_HoG,AnalysisData/frame1644.jpg
[1154 295 31 31],0.0392510890961,True,Lap_CNN,AnalysisData/frame1644.jpg
[353 237 86 86],0.000247955322266,False,DoG_bhuman,AnalysisData/frame2732.jpg
[353 237 86 86],0.000223875045776,True,DoG_Constrast,AnalysisData/frame2732.jpg
[353 237 86 86],0.000502824783325,False,DoG_HoG,AnalysisData/frame2732.jpg
[353 237 86 86],0.0416650772095,False,DoG_CNN,AnalysisData/frame2732.jpg
[457 365 88 88],3.21865081787e-05,False,DoG_bhuman,AnalysisData/frame2732.jpg
[457 365 88 88],1.38282775879e-05,False,DoG_Constrast,AnalysisData/frame2732.jpg
[457 365 88 88],0.000566959381104,False,DoG_HoG,AnalysisData/frame2732.jpg
[457 365 88 88],0.042995929718,True,DoG_CNN,AnalysisData/frame2732.jpg
[328 390 56 56],0.00537896156311,True,DoG_bhuman,AnalysisData/frame2732.jpg
[328 390 56 56],0.0447430610657,True,DoG_Constrast,AnalysisData/frame2732.jpg
[328 390 56 56],0.000541925430298,True,DoG_HoG,AnalysisData/frame2732.jpg
[328 390 56 56],0.04319190979,True,DoG_CNN,AnalysisData/frame2732.jpg
[390 170 91 91],0.00169801712036,False,DoG_bhuman,AnalysisData/frame2732.jpg
[390 170 91 91],0.00160789489746,False,DoG_Constrast,AnalysisData/frame2732.jpg
[390 170 91 91],0.000569105148315,False,DoG_HoG,AnalysisData/frame2732.jpg
[390 170 91 91],0.0429499149323,False,DoG_CNN,AnalysisData/frame2732.jpg
[993 181 73 73],0.00247502326965,False,DoG_bhuman,AnalysisData/frame2732.jpg
[993 181 73 73],0.0577659606934,True,DoG_Constrast,AnalysisData/frame2732.jpg
