Single Channel Segmentation,Single Channel Segmentation_DoG,Single Channel Segmentation_Lap,Grid Single Channel Scanline,Grid Single Channel Scanline_DoG,Grid Single Channel Scanline_Lap,Vertical Single Channel Scanline,Vertical Single Channel Scanline_DoG,Vertical Single Channel Scanline_Lap,Horizontal Single Channel Scanline,Horizontal Single Channel Scanline_DoG,Horizontal Single Channel Scanline_Lap,RGB Channel Segmentation,RGB Channel Segmentation_DoG,RGB Channel Segmentation_Lap,Grid RGB Channel Scanline,Grid RGB Channel Scanline_DoG,Grid RGB Channel Scanline_Lap,Vertical RGB Channel Scanline,Vertical RGB Channel Scanline_DoG,Vertical RGB Channel Scanline_Lap,Horizontal RGB Channel Scanline,Horizontal RGB Channel Scanline_DoG,Horizontal RGB Channel Scanline_Lap,Vertical Field Gap with Dark Interior,Vertical Field Gap with Dark Interior_DoG,Vertical Field Gap with Dark Interior_Lap,Vertical Field Gaps,Vertical Field Gaps_DoG,Vertical Field Gaps_Lap,Frame

0.005156040191650391,5,8,0.0053899288177490234,4,4,0.004355907440185547,3,4,0.0021219253540039062,4,2,3.3571550846099854,8,0,0.009010076522827148,8,0,0.007255077362060547,8,0,0.001940011978149414,8,0,0.006776094436645508,2,3,0.0062940120697021484,3,3,AnalysisData/frame707.jpg
0.003409862518310547,8,8,0.005676984786987305,8,7,0.004503965377807617,8,7,0.0013270378112792969,8,0,3.6967508792877197,8,0,0.009135961532592773,8,0,0.007478952407836914,8,0,0.0018100738525390625,8,0,0.006630897521972656,3,2,0.006885051727294922,8,8,AnalysisData/frame2955.jpg
0.0034220218658447266,8,8,0.0056781768798828125,8,8,0.004491090774536133,8,8,0.0012118816375732422,8,1,0.00653386116027832,8,0,0.008871793746948242,8,0,0.00733494758605957,8,0,0.0018270015716552734,8,0,0.006592988967895508,3,5,0.0064890384674072266,4,7,AnalysisData/frame1139.jpg
0.003448009490966797,0,0,0.0054509639739990234,0,0,0.0045850276947021484,0,0,0.002043008804321289,0,0,0.5000560283660889,0,0,0.008947134017944336,0,0,0.007061958312988281,0,0,0.00191497802734375,0,0,0.007082939147949219,0,0,0.006964921951293945,8,7,AnalysisData/frame196.jpg
0.003428936004638672,8,8,0.005715847015380859,8,8,0.006326913833618164,8,8,0.0012080669403076172,8,2,0.006448984146118164,8,0,0.008841991424560547,8,0,0.007080078125,8,0,0.0017859935760498047,8,0,0.006780147552490234,1,1,0.006540060043334961,6,7,AnalysisData/frame1001.jpg
0.003412008285522461,8,7,0.005486011505126953,8,8,0.0045299530029296875,8,8,0.001275777816772461,8,0,0.34252285957336426,8,0,0.008961915969848633,8,0,0.008247852325439453,8,0,0.002090930938720703,8,0,0.0070950984954833984,1,1,0.006732940673828125,6,8,AnalysisData/frame1644.jpg
0.0034198760986328125,7,7,0.00562596321105957,8,8,0.004612922668457031,8,8,0.0011858940124511719,8,0,1.1738049983978271,8,0,0.009151935577392578,8,0,0.00717616081237793,8,0,0.00197601318359375,8,0,0.007240772247314453,4,8,0.00669097900390625,8,7,AnalysisData/frame2732.jpg
0.00341796875,8,8,0.0054700374603271484,8,4,0.004426002502441406,8,3,0.001277923583984375,8,1,0.15467596054077148,8,0,0.009598970413208008,8,0,0.00709080696105957,8,0,0.0017821788787841797,8,0,0.008259057998657227,0,0,0.0068509578704833984,2,4,AnalysisData/frame319.jpg
0.006594181060791016,5,8,0.0056688785552978516,3,4,0.0046880245208740234,3,3,0.0013489723205566406,2,0,29.693837881088257,8,0,0.00896906852722168,8,0,0.007117033004760742,8,0,0.001967906951904297,8,0,0.006932973861694336,1,2,0.006577014923095703,3,6,AnalysisData/frame1337.jpg
0.003422975540161133,7,8,0.0054891109466552734,8,8,0.004336118698120117,8,8,0.0011980533599853516,8,0,0.006524085998535156,8,0,0.008938789367675781,8,0,0.007081031799316406,8,0,0.0019130706787109375,8,0,0.007338047027587891,1,1,0.007021903991699219,2,7,AnalysisData/frame78.jpg
0.0034198760986328125,6,2,0.0056610107421875,3,0,0.00454401969909668,2,0,0.0013091564178466797,1,0,0.006846904754638672,8,0,0.008919000625610352,4,0,0.0071790218353271484,2,0,0.0018889904022216797,2,0,0.006754875183105469,0,0,0.00767207145690918,4,4,AnalysisData/frame238.jpg
0.0034160614013671875,8,8,0.005509853363037109,8,8,0.004330158233642578,8,8,0.0012340545654296875,8,2,0.009490966796875,8,0,0.009312868118286133,8,0,0.007495880126953125,8,0,0.0025207996368408203,8,0,0.007570981979370117,2,3,0.007272005081176758,4,8,AnalysisData/frame1483.jpg
0.0035419464111328125,5,8,0.005645036697387695,4,4,0.0043871402740478516,3,4,0.0012400150299072266,4,2,7.341676950454712,8,0,0.008888959884643555,8,0,0.0071849822998046875,8,0,0.0018970966339111328,8,0,0.0067670345306396484,2,3,0.006166219711303711,3,3,AnalysisData/frame707.jpg
0.003428936004638672,8,8,0.005660057067871094,8,7,0.00432896614074707,8,7,0.0012729167938232422,8,0,3.855116128921509,8,0,0.00912785530090332,8,0,0.007092952728271484,8,0,0.0018799304962158203,8,0,0.006757020950317383,3,2,0.006587028503417969,8,8,AnalysisData/frame2955.jpg
0.003329038619995117,5,8,0.005619049072265625,4,4,0.004455089569091797,3,4,0.0013360977172851562,4,2,7.160736083984375,8,0,0.00908803939819336,8,0,0.007243156433105469,8,0,0.0019290447235107422,8,0,0.006790876388549805,2,3,0.006544828414916992,3,3,AnalysisData/frame707.jpg
